Chrom	Start	End	Length	Treatment.cnt	Control.cnt	Event	logFC	pval	padj	winSta	winEnd	winFC	winP	winQ
chr4	102885701	102887000	1300	11.96;7.72;13.03	39.29;29.03;28.77	Down	-1.57	1.11237431656768e-05	0.000497004524742181	102886001	102887000	-1.53	8.4968789939155e-06	0.000246100513405589
chr4	102886801	102888500	1700	258.84;274.70;272.39	218.43;206.18;210.37	Up	0.34	0.00118415395585602	0.0234891228657302	102887201	102888200	0.42	3.85196083484016e-08	4.31190577992999e-06
chr4	104781801	104783000	1200	212.07;229.95;224.16	189.79;176.41;200.48	Up	0.23	7.94333401049592e-06	0.000389814571557858	104781901	104782900	0.28	1.85708045014474e-08	2.80068366253874e-06
chr4	106234401	106235400	1000	41.33;10.80;13.03	47.28;43.92;48.55	Down	-1.10	7.52682561779203e-05	0.00186339547781058	106234401	106235400	-1.10	7.52682561779203e-05	0.00139921931525005
chr4	106583601	106585200	1600	296.90;405.88;344.07	245.07;242.65;259.81	Up	0.49	2.35883708455073e-06	0.000164053599312181	106583701	106584700	0.55	1.74468790916206e-06	6.65391195411365e-05
chr4	107474401	107475900	1500	191.41;202.17;218.95	165.82;146.63;168.11	Up	0.35	4.4224237025567e-08	1.02151121166987e-05	107474601	107475600	0.48	2.62386994613736e-08	3.47205895939671e-06
chr4	108132301	108133300	1000	146.82;152.78;138.15	123.20;128.77;140.24	Up	0.16	7.92035886504913e-05	0.00192854452364847	108132301	108133300	0.16	7.92035886504913e-05	0.00145733195678634
chr4	108828401	108829500	1100	32.63;9.26;10.43	45.95;50.61;38.66	Down	-1.37	8.38980340709697e-05	0.0019959154366177	108828501	108829500	-1.35	6.24990397304845e-05	0.00121758477307488
chr4	109149001	109150000	1000	143.56;172.85;159.00	123.86;123.56;110.58	Up	0.41	3.28344806802548e-06	0.000208779630614443	109149001	109150000	0.41	3.28344806802548e-06	0.000112951704386611
chr4	115748001	115749100	1100	218.60;325.63;239.80	174.48;179.38;207.67	Up	0.48	8.64010280523485e-05	0.00202751149001256	115748001	115749000	0.46	1.67918497512753e-05	0.000429842294807366
chr4	115795801	115796900	1100	44.59;12.35;23.46	51.28;55.08;55.74	Down	-1.01	6.14629157464358e-05	0.00165275912623972	115795801	115796800	-1.05	5.27594984366756e-05	0.00106960005200696
chr4	116227801	116229700	1900	45.68;47.84;33.89	91.23;90.81;76.41	Down	-1.02	5.17945266290451e-08	1.11151590876777e-05	116227901	116228900	-1.03	4.89186432644299e-06	0.000157551505966264
chr4	116550001	116551200	1200	154.43;171.30;161.61	119.87;121.33;126.76	Up	0.41	9.93580705347851e-08	1.8019355751502e-05	116550001	116551000	0.43	1.31147919798478e-06	5.28393437958498e-05
chr4	116667401	116668800	1400	176.18;154.33;186.37	132.52;136.96;117.77	Up	0.42	1.58983115479033e-06	0.000127678792379159	116667501	116668500	0.53	1.88596356185857e-07	1.33973388120236e-05
chr4	116961101	116962700	1600	138.12;151.24;142.06	103.89;106.44;98.89	Up	0.48	1.98429547095007e-07	2.91778938027901e-05	116961501	116962500	0.63	1.15076019887792e-07	9.04405804879046e-06
chr4	117555101	117556300	1200	175.09;231.49;188.98	139.18;143.66;143.84	Up	0.48	0.000131837503568232	0.0028648718377697	117555201	117556200	0.54	8.53944268414098e-06	0.000246873421541202
chr4	117584101	117585100	1000	10.88;10.80;3.91	19.98;25.31;23.37	Down	-1.42	5.19488502708739e-05	0.00149003980645364	117584101	117585100	-1.42	5.19488502708739e-05	0.00105471445123483
chr4	117851101	117852100	1000	33.71;10.80;18.25	42.62;45.40;44.05	Down	-1.07	9.22629228175989e-05	0.00210207779907334	117851101	117852100	-1.07	9.22629228175989e-05	0.00163026695275568
chr4	117963101	117964400	1300	167.48;214.52;198.10	131.19;125.79;142.04	Up	0.54	2.37395486074616e-05	0.000871670766155891	117963301	117964300	0.61	2.67099387433271e-06	9.47962504602504e-05
chr4	118905201	118906200	1000	174.01;186.74;170.73	157.83;171.94;169.01	Up	0.09	1.49967793891559e-07	2.4168739639691e-05	118905201	118906200	0.09	1.49967793891559e-07	1.12118521433223e-05
chr4	118992401	118994200	1800	91.35;77.16;80.80	125.20;122.81;135.75	Down	-0.62	2.4032703088568e-05	0.00087840177614874	118992601	118993600	-0.68	1.01596340947876e-05	0.000282600218225596
chr4	119211801	119213400	1600	287.11;293.22;294.54	251.06;260.52;254.42	Up	0.19	0.248411044134211	1	119212401	119213400	0.19	2.89552463366026e-08	3.73603860675828e-06
chr4	119959401	119960700	1300	188.15;209.89;220.25	171.81;161.52;182.50	Up	0.26	6.71510531218538e-09	3.80994838109718e-06	119959401	119960400	0.25	2.04803519128607e-08	2.95933171419461e-06
chr4	120077401	120078400	1000	140.29;196.00;186.37	111.88;125.79;132.15	Up	0.50	9.0091893243119e-05	0.00207186342828623	120077401	120078400	0.50	9.0091893243119e-05	0.00160284623468363
chr4	120419301	120420800	1500	130.51;145.07;139.45	93.23;78.15;97.99	Up	0.62	6.62611768492163e-06	0.00034434196019333	120419601	120420600	0.77	4.55711704654306e-09	1.79662664011775e-06
chr4	120769301	120770400	1100	15.23;3.09;6.52	35.29;30.52;31.46	Down	-1.97	1.47314336477181e-08	5.21492751129221e-06	120769401	120770400	-1.97	1.47314336477181e-08	2.54109150421737e-06
chr4	122561101	122562300	1200	28.28;13.89;5.21	38.62;49.87;45.85	Down	-1.50	1.36558297968626e-05	0.000578912137693404	122561101	122562100	-1.46	1.74671479053311e-05	0.000443837013461965
chr4	122673101	122674100	1000	133.77;171.30;177.25	111.21;101.97;114.17	Up	0.56	3.56603104171335e-05	0.00115841469557399	122673101	122674100	0.56	3.56603104171335e-05	0.00078604509678384
chr4	122910201	122911200	1000	19.58;26.24;31.28	9.32;7.44;14.38	Up	1.31	8.27697554772738e-06	0.00040001840517593	122910201	122911200	1.31	8.27697554772738e-06	0.000240910592576087
chr4	123341201	123342700	1500	204.46;256.18;272.39	180.47;160.03;161.82	Up	0.55	9.38188686797848e-06	0.000436863633904412	123341501	123342500	0.75	4.6406447788711e-07	2.5256970154649e-05
chr4	123426501	123427500	1000	147.91;151.24;152.48	122.53;134.72;133.95	Up	0.21	2.49292002940687e-05	0.000899405590400467	123426501	123427500	0.21	2.49292002940687e-05	0.000595002440436934
chr4	123581701	123582900	1200	154.43;143.52;166.82	137.18;135.47;141.14	Up	0.17	0.772217161557292	1	123581901	123582900	0.18	3.40110531647581e-05	0.00075653587539095
chr4	123594101	123595700	1600	249.05;277.79;288.03	233.08;242.65;227.45	Up	0.21	3.29201850491264e-07	4.22132577202699e-05	123594701	123595700	0.29	1.06462143245716e-08	2.16183631603539e-06
chr4	124334401	124335500	1100	155.52;222.23;140.75	111.21;125.05;127.66	Up	0.51	4.80431488880521e-06	0.0002748162053099	124334401	124335400	0.51	2.48859095992884e-05	0.000594420186726255
chr4	124528501	124529700	1200	38.06;43.21;27.37	75.25;72.20;70.12	Down	-1.00	5.51691972358057e-08	1.15870281632123e-05	124528601	124529600	-1.12	2.6101159876184e-07	1.69444802468932e-05
chr4	125780901	125781900	1000	144.64;158.96;156.39	120.54;118.35;129.46	Up	0.32	6.39584244247346e-07	6.84503881866578e-05	125780901	125781900	0.32	6.39584244247346e-07	3.05383706024078e-05
chr4	126209601	126211500	1900	197.93;277.79;250.23	159.16;160.78;164.52	Up	0.58	1.34887637254007e-06	0.000116208811077188	126210401	126211400	0.74	3.22663633122683e-07	1.98905097936071e-05
chr4	126644301	126646100	1800	163.13;211.43;228.07	132.52;141.42;129.46	Up	0.58	2.78333742606727e-06	0.000185636504851617	126644701	126645700	0.72	2.55187908524686e-07	1.66991169252256e-05
chr4	126698201	126699700	1500	227.30;310.20;243.71	175.14;195.01;189.69	Up	0.48	7.46647369355811e-06	0.000373035473389372	126698401	126699400	0.60	5.13657534142403e-07	2.67269695340578e-05
chr4	126845501	126847200	1700	266.45;371.93;358.40	231.75;256.79;243.63	Up	0.45	4.35003308286731e-06	0.000255233265485544	126845601	126846600	0.61	5.32231304909122e-07	2.73498215716204e-05
chr4	128331601	128332600	1000	143.56;160.50;149.88	123.86;123.56;117.77	Up	0.31	1.62648533766579e-06	0.000129300901565147	128331601	128332600	0.31	1.62648533766579e-06	6.35526129390959e-05
chr4	128483001	128484500	1500	177.27;245.38;185.07	132.52;152.59;142.04	Up	0.51	1.64299860314634e-05	0.000663516134987048	128483301	128484300	0.65	4.81370927405467e-07	2.57223886593095e-05
chr4	128736601	128737600	1000	13.05;1.54;11.73	30.63;27.54;22.47	Down	-1.62	2.45573353238613e-05	0.00089159971633248	128736601	128737600	-1.62	2.45573353238613e-05	0.000587249257761945
chr4	128866101	128867200	1100	156.61;199.08;202.01	119.87;142.17;115.07	Up	0.56	0.000783945319585671	0.0157389467991272	128866201	128867200	0.61	4.35566288105921e-06	0.000142723769942809
chr4	129012801	129014000	1200	48.94;32.41;44.31	79.25;71.46;84.51	Down	-0.90	2.20267046093272e-06	0.000156484056862627	129012901	129013900	-0.95	6.19678367567111e-07	2.99834563409983e-05
chr4	129054401	129055700	1300	113.10;174.39;175.94	97.89;108.67;117.77	Up	0.51	8.9894794768076e-06	0.000426174451312256	129054501	129055500	0.68	4.39569794602086e-07	2.44049621351598e-05
chr4	129190101	129192300	2200	126.16;146.61;152.48	84.57;75.18;79.11	Up	0.83	9.60172089598984e-09	3.96040097217128e-06	129190501	129191500	0.93	1.29189639777071e-09	9.38732719348546e-07
chr4	129497001	129498000	1000	174.01;266.99;205.92	155.16;144.40;162.72	Up	0.48	3.33879010325736e-06	0.000210801842220599	129497001	129498000	0.48	3.33879010325736e-06	0.000114570015324535
chr4	130124801	130126300	1500	145.73;205.26;168.12	125.86;116.86;122.26	Up	0.51	9.48709915296105e-05	0.00213400383509828	130124801	130125800	0.96	2.49590922299486e-07	1.64873314510369e-05
chr4	131476501	131478100	1600	152.26;202.17;213.74	125.20;109.42;138.45	Up	0.61	6.97449606494427e-05	0.0017908845506377	131477101	131478100	0.67	2.15256288352542e-06	7.89578011722366e-05
chr4	131604501	131605600	1100	150.08;177.48;138.15	101.22;99.74;106.98	Up	0.60	9.36656006756762e-06	0.000436863633904412	131604501	131605500	0.59	1.8196612912563e-05	0.000459516331841207
chr4	132091901	132093000	1100	46.76;9.26;16.94	55.27;52.10;50.34	Down	-1.11	1.63237109007179e-05	0.000662838684397975	132092001	132093000	-1.20	2.70641908672974e-05	0.000636177444575326
chr4	132567101	132568900	1800	261.01;395.08;347.98	237.07;246.37;256.21	Up	0.44	2.43598083142455e-06	0.000167599095945293	132567601	132568600	0.51	1.17864881832699e-06	4.84253696954946e-05
chr4	132594601	132595700	1100	61.99;100.31;89.93	55.94;50.61;45.85	Up	0.73	3.15090423947445e-05	0.0010688300719947	132594601	132595600	0.76	1.56959392926077e-05	0.000407838402522726
chr4	132894801	132895800	1000	130.51;143.52;149.88	103.22;98.25;116.87	Up	0.41	2.47618379450472e-07	3.39597948347008e-05	132894801	132895800	0.41	2.47618379450472e-07	1.64093728641275e-05
chr4	133051301	133052800	1500	23.93;13.89;23.46	46.62;40.94;47.65	Down	-1.14	6.88020616149722e-06	0.000353993017138996	133051701	133052700	-1.75	6.9883292371019e-08	6.39207492579e-06
chr4	133053601	133055100	1500	151.17;226.86;207.22	154.50;125.79;142.94	Up	0.47	0.0014066532412285	0.0277829107988564	133053601	133054600	0.51	7.09045354832583e-06	0.000213891045203612
chr4	133228201	133229200	1000	140.29;165.13;152.48	106.55;113.88;127.66	Up	0.40	6.3010625927933e-05	0.00167723271509198	133228201	133229200	0.40	6.3010625927933e-05	0.00122639760558418
chr4	133308601	133310100	1500	258.84;388.91;290.63	212.43;217.34;244.53	Up	0.48	3.32659268696675e-06	0.000210352390700441	133309001	133310000	0.53	1.04559404801165e-06	4.39659028228898e-05
chr4	133369301	133370800	1500	98.97;194.45;182.46	106.55;108.67;123.16	Up	0.49	2.60823007941606e-05	0.000932636793134883	133369301	133370300	0.52	2.82480444337987e-05	0.000659142255976943
chr4	133555501	133557400	1900	90.27;29.32;75.59	125.20;108.67;116.87	Down	-0.85	5.55720679929678e-07	6.22152865069614e-05	133555601	133556600	-1.56	4.54276410992785e-08	4.68040308221373e-06
chr4	133842501	133843800	1300	266.45;299.40;268.48	230.42;230.00;230.14	Up	0.27	2.3441077735662e-07	3.25521151235188e-05	133842501	133843500	0.31	5.36198996402749e-08	5.30030788377304e-06
chr4	134091401	134092400	1000	21.75;6.17;9.12	29.30;31.26;32.36	Down	-1.33	7.86338730519066e-05	0.00192262942751223	134091401	134092400	-1.33	7.86338730519066e-05	0.0014520438030342
chr4	134407801	134409600	1800	247.96;293.22;294.54	189.13;201.71;210.37	Up	0.48	9.8026319118872e-06	0.000450116860894173	134408501	134409500	0.75	6.03419548851768e-07	2.95782153492684e-05
chr4	134486401	134487900	1500	175.09;160.50;165.52	129.86;132.49;142.94	Up	0.31	0.031479668983578	0.591035779674449	134486601	134487600	0.36	5.80437959289754e-08	5.52656997652024e-06
chr4	134827701	134829000	1300	157.69;172.85;172.03	128.53;136.21;141.14	Up	0.31	0.0489705438519639	0.912809174284716	134828001	134829000	0.33	6.11652061458417e-07	2.97689836445179e-05
chr4	135866501	135867600	1100	189.23;248.47;246.32	159.83;151.10;161.82	Up	0.53	6.02177657822791e-06	0.000321819280409089	135866501	135867500	0.54	5.54102518861358e-06	0.000175055820947366
chr4	136025201	136026800	1600	181.62;233.03;183.76	132.52;128.77;146.54	Up	0.55	5.90045201684169e-06	0.000318135569978627	136025301	136026300	0.63	1.61002827579557e-06	6.30881278400196e-05
chr4	136157701	136159300	1600	176.18;234.58;187.67	149.84;127.28;151.03	Up	0.48	0.00143675307476601	0.0283503758221336	136158201	136159200	0.73	2.05524155436117e-07	1.42825494460623e-05
chr4	136390801	136392000	1200	154.43;194.45;166.82	111.21;125.05;121.36	Up	0.53	6.36961213423661e-05	0.00168558032116007	136390801	136391800	0.60	6.43457452859914e-06	0.000197852418578708
chr4	136512301	136513600	1300	122.89;123.46;121.21	95.90;81.13;80.91	Up	0.51	0.000943667096160704	0.0187998094222146	136512401	136513400	0.58	4.19348117790435e-07	2.37002598194744e-05
chr4	136832601	136834000	1400	102.23;143.52;113.39	82.58;76.67;76.41	Up	0.61	9.51861409191609e-05	0.00213681278297551	136832801	136833800	0.70	2.06949994469522e-05	0.00051142332165505
chr4	136912501	136914300	1800	163.13;262.36;234.59	145.84;157.05;172.61	Up	0.47	1.29564262940691e-05	0.000555516836695398	136913101	136914100	0.66	7.67425388737735e-07	3.4928818407406e-05
chr4	137150601	137151800	1200	54.38;20.06;26.07	68.59;64.76;63.83	Down	-0.97	8.23292683318293e-06	0.000398655655366609	137150801	137151800	-1.12	1.56481301731286e-05	0.000406851384501342
chr4	137549001	137550400	1400	168.57;226.86;218.95	144.51;154.82;159.12	Up	0.42	0.000573700918954378	0.0116706997353892	137549201	137550200	0.63	6.33863808421988e-07	3.04917203452055e-05
chr4	137772501	137774000	1500	286.02;302.48;299.75	245.73;226.28;248.12	Up	0.30	1.29313089727527e-08	4.78204424137029e-06	137772701	137773700	0.40	1.17989561924008e-08	2.2410913992259e-06
chr4	138009901	138011500	1600	257.75;330.26;358.40	220.43;216.60;241.83	Up	0.48	2.64686392084144e-06	0.000178546921617933	138010101	138011100	0.59	8.99933149171444e-07	3.91527638365366e-05
chr4	138469201	138470300	1100	147.91;174.39;169.43	123.20;127.28;132.15	Up	0.36	6.03043342072993e-06	0.000321866612654371	138469301	138470300	0.39	2.5405982845429e-06	9.07907676869697e-05
chr4	138866301	138867300	1000	199.02;219.15;226.77	186.46;189.06;207.67	Up	0.15	5.55770210122328e-06	0.000303679295024361	138866301	138867300	0.15	5.55770210122328e-06	0.000175334592537357
chr4	138908401	138909500	1100	76.13;54.01;75.59	107.88;106.44;96.19	Down	-0.59	1.21574416173537e-09	1.57355286533611e-06	138908401	138909400	-0.59	1.21574416173537e-09	9.17005431070285e-07
chr4	138935101	138936500	1400	41.33;13.89;31.28	71.92;78.90;60.23	Down	-1.29	6.14926315499397e-05	0.00165275912623972	138935201	138936200	-1.46	6.44893104700698e-06	0.000198146755270723
chr4	140257501	140259200	1700	176.18;296.31;211.13	167.82;145.89;135.75	Up	0.61	1.77640694373698e-05	0.000702724190980882	140257601	140258600	0.72	3.0988241010844e-07	1.93293820208906e-05
chr4	140607301	140608300	1000	13.05;12.35;3.91	21.98;26.05;26.97	Down	-1.36	7.83572757579432e-05	0.00192149298244079	140607301	140608300	-1.36	7.83572757579432e-05	0.00145013478433534
chr4	141093901	141094900	1000	140.29;163.59;149.88	119.20;116.12;126.76	Up	0.33	7.3470167022335e-06	0.00036840040892628	141093901	141094900	0.33	7.3470167022335e-06	0.000220187219806879
chr4	147243001	147244000	1000	44.59;24.69;18.25	56.60;51.36;62.93	Down	-0.97	4.66969469974476e-05	0.00139043432835391	147243001	147244000	-0.97	4.66969469974476e-05	0.000971418458433091
chr4	147525801	147526800	1000	58.73;104.94;62.56	46.62;41.68;53.04	Up	0.68	8.57820642731832e-05	0.00202311149261451	147525801	147526800	0.68	8.57820642731832e-05	0.00154946425558949
chr4	149147401	149148600	1200	191.41;180.56;188.98	169.15;169.71;169.91	Up	0.14	0.550338589674133	1	149147501	149148500	0.16	2.43144987499138e-08	3.31808960113188e-06
chr4	149611401	149613000	1600	141.38;118.83;117.30	182.47;165.99;174.41	Down	-0.47	0.000307605418457842	0.00642481150866711	149611401	149612400	-0.42	7.10651575816857e-06	0.000214219555801911
chr4	149655501	149656600	1100	151.17;151.24;172.03	137.18;133.98;117.77	Up	0.29	0.242238547046323	1	149655601	149656600	0.29	5.17352972611878e-06	0.000165465061155512
chr4	151234401	151236300	1900	133.77;216.06;196.80	115.87;116.12;128.56	Up	0.60	7.7311904142675e-07	7.92600110341909e-05	151234701	151235700	0.71	2.57987559170669e-07	1.68538307976826e-05
chr4	151368501	151370800	2300	339.31;473.79;444.42	267.04;284.33;245.43	Up	0.66	3.06764488607315e-06	0.000198835236136742	151368701	151369700	0.80	1.48854768213114e-07	1.11892319235041e-05
chr4	151383301	151384300	1000	212.07;208.34;194.19	194.45;196.50;190.59	Up	0.08	5.12723533341447e-05	0.00148213788157951	151383301	151384300	0.08	5.12723533341447e-05	0.00104662312981449
chr4	151460401	151461400	1000	140.29;166.67;149.88	109.21;125.79;129.46	Up	0.33	5.19677655694678e-06	0.000288808083075389	151460401	151461400	0.33	5.19677655694678e-06	0.000166080317465757
chr4	151551101	151552700	1600	177.27;228.41;247.62	157.16;149.61;165.42	Up	0.47	7.2354332443239e-05	0.00182063896788218	151551201	151552200	0.65	9.90135590808495e-07	4.21474161357721e-05
chr4	151712501	151714100	1600	193.58;220.69;207.22	148.50;139.93;142.04	Up	0.53	1.04764371039571e-06	9.70722756088805e-05	151712901	151713900	0.63	8.90309838117046e-10	7.37497057502636e-07
chr4	152854101	152855400	1300	41.33;16.98;48.22	71.26;69.22;72.82	Down	-1.00	1.32095357213112e-06	0.000114939611450686	152854101	152855100	-1.05	2.62990016634543e-05	0.000621719207132963
chr4	152855801	152856800	1000	159.87;189.82;187.67	128.53;121.33;142.94	Up	0.45	1.96610277490768e-06	0.000143872870549693	152855801	152856800	0.45	1.96610277490768e-06	7.34946252085978e-05
chr4	153386001	153387000	1000	201.20;172.85;173.34	163.82;154.82;172.61	Up	0.16	2.75794529266638e-07	3.68479284295664e-05	153386001	153387000	0.16	2.75794529266638e-07	1.75736274048701e-05
chr4	154337901	154339200	1300	174.01;166.67;177.25	141.85;142.17;146.54	Up	0.27	0.173658963584045	1	154338001	154339000	0.31	3.83803160480587e-06	0.000128403548471607
chr4	154441401	154442400	1000	38.06;18.52;18.25	43.95;52.10;53.04	Down	-0.99	7.65478696666258e-05	0.00188830236203234	154441401	154442400	-0.99	7.65478696666258e-05	0.00142109353018929
chr4	154460201	154461200	1000	150.08;162.04;178.55	169.81;176.41;187.89	Down	-0.12	2.58206672852763e-08	6.98980652040243e-06	154460201	154461200	-0.12	2.58206672852763e-08	3.44638111971352e-06
chr4	154716801	154718500	1700	80.48;29.32;66.47	106.55;116.86;108.78	Down	-0.91	1.99058031811606e-07	2.91778938027901e-05	154717501	154718500	-0.84	1.27284585667939e-05	0.000342551849850208
chr4	154770101	154771100	1000	16.31;7.72;11.73	29.97;29.03;28.77	Down	-1.30	5.52629394287635e-05	0.00155494594107373	154770101	154771100	-1.30	5.52629394287635e-05	0.00111056789192651
chr4	154865301	154866500	1200	208.81;307.11;254.14	186.46;176.41;189.69	Up	0.48	5.05642602172079e-06	0.000284934765942356	154865301	154866300	0.53	1.28350031483187e-06	5.19648250632518e-05
chr4	154937701	154938700	1000	164.22;180.56;199.40	163.82;166.73;171.71	Up	0.12	6.81698253682848e-07	7.22111976241335e-05	154937701	154938700	0.12	6.81698253682848e-07	3.17956962511669e-05
